name,brand,description,image_url
THIAGO,U-Power,"Stivale antinfortunistico U-Power dal design essenziale, perfetto per chi opera in ambienti interni o su superfici regolari. Il gambale in PU SOFT assicura flessibilità e resistenza , accompagnando ogni movimento del piede con naturalezza.

La fodera in poliestere mantiene il piede asciutto grazie alla sua capacità di favorire la traspirazione. La suola in poliuretano compatto è realizzata con tecnologia di iniezione spray e presenta un battistrada light , che rende la calzatura più leggera senza comprometterne la stabilità.

Disponibile dalla taglia 35 alla 48, è la scelta perfetta per chi desidera comfort e praticità nelle attività quotidiane.",/images/upower_prodotti/THIAGO.webp
FRANK s ESD,U-Power,"Scarpe da antinfortunistiche super leggere ideali per il periodo primaverile ed estivo.

Queste calzature da lavoro , con tomaia in nylon traspirante e protezione della punta in film anti-abrasione, assicurano una leggerezza mai vista prima e massima sicurezza: Puntale AirToe Aluminium , innovativa soletta tessile antiforo ultraleggera e battistrada di nuova generazione in mescola PU anti-abrasione , antiolio , antiscivolo e antistatico .

Questo modello di scarpe antinfortunistiche ultraleggere , disponibile sia per uomo che per donna , assicura elevate performance e maggiori energie durante il lavoro, grazie alla notevole riduzione del peso della calzatura che si traduce in benessere prolungato e dinamicità.

Traspirabilità e comfort sono garantiti dalla presenza della soletta antibatterica , anatomica e super traspirante U-Power Original e dalla fodera a tunnel d’aria WingTex.

Scarpe antinfortunistiche leggere adatte per un uso in ambiente secco, ideali per: trasporti & logistica , magazziniere , falegname , elettricista e artigiani in generale.",/images/upower_prodotti/FRANKsESD.webp
HOWIE  ESD,U-Power,"Howie è la scarpa antinfortunistica U-Power dotata del pratico e innovativo BOA® Fit System , che permette una regolazione rapida e precisa della calzata , assicurando comodità e sicurezza per tutta la giornata lavorativa. La tomaia in microfibra effetto Nabuk idrorepellente offre protezione dagli agenti atmosferici, rendendo queste calzature adatte anche a condizioni di lavoro difficili e ambienti umidi.

La sicurezza è ulteriormente garantita dal puntale AirToe Aluminium , leggero e robusto , e al sottopiede antiforo ultraleggero, che protegge efficacemente la pianta del piede da eventuali pericoli. La suola in mescola PU di nuova generazione è studiata per garantire leggerezza, stabilità antiscivolo e resistenza antiolio, ideale per professionisti della logistica, dei trasporti e per tutti gli artigiani che necessitano di praticità, sicurezza e comfort.

Howie è la scarpa che semplifica la tua giornata lavorativa, offrendo la massima protezione con un comfort senza paragoni.",/images/upower_prodotti/HOWIEESD.webp
BRAD,U-Power,"Le scarpe antinfortunistiche Brad U-Power rappresentano l'equilibrio perfetto tra sicurezza , comfort e resistenza . La tomaia in pelle pull-up idrorepellente , morbida al tatto ma incredibilmente robusta , garantisce protezione da agenti atmosferici e usura.

Il puntale FiberToe conferisce tutta la sicurezza necessaria senza appesantire il piede, mentre la soletta antiperforazione Save & Flex® PLUS permette movimenti fluidi e protetti da rischi esterni. L’ innovativa suola PU/PU Infinergy® restituisce energia ad ogni passo, riducendo affaticamento e stress articolari.

Brad include tre solette intercambiabili per una calzata completamente personalizzata , offrendo una comodità senza pari. Disponibile dalla taglia 35 alla 49, questa scarpa è progettata per chi lavora ogni giorno in ambienti esigenti.",/images/upower_prodotti/BRAD.webp
MARSIGLIA s ESD,U-Power,"Calzature antinfortunistiche leggere con tomaia in Nylon ultra traspirante e morbida pelle scamosciata . Bande laterali e stringhe in colore a contrasto.

Scarpe da lavoro antiscivolo con suola antiolio , anti-abrasione e antistatica .

La sicurezza è garantita dalla presenza del puntale Airtoe in composito leggero e dal sistema anti-perforazione Save & Flex plus che assicurano protezione della parte anteriore e del 100% superficie della pianta del piede .

Calzature di sicurezza per uso in cantiere , muratore , artigiano , falegname , elettricista , idraulico , imbianchino , benzinaio , operaio , trasporti & logistica , giardinaggio e agricoltura , meccanico e gommista .

La soletta anatomica automodellante è dotata di un inserto antifatica capace di ammortizzare gli shock in ambiente di lavoro e migliorare equilibrio e comfort , con una riduzione dello stress corporeo .

Scarpe antinfortunistiche uomo e donna .",/images/upower_prodotti/MARSIGLIAsESD.webp
KATE s ESD,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Red 360, con tomaia in nylon ultra traspiranti e morbida pelle scamosciata, collarino con tessuto in fibra Lycra®, tallonetta anti-shock, puntale in alluminio, antiperforazione, antiscivolo e suola PU/PU infinergy.",/images/upower_prodotti/KATEsESD.webp
KATMAI UK L,U-Power,"Scarpe antinfortunistiche alte, classiche e robuste U-Power della linea Style&Job, con tomaia in pelle pull-up idrorepellente, copripuntale di rinforzo in poliuretano, puntale in acciaio, antiperforazione, antiscivolo, lamina in acciaio ergonomica e suola PU/PU.",/images/upower_prodotti/KATMAIUKL.webp
DEMON s ESD,U-Power,"Calzature antinfortunistiche con puntale Airtoe Composite e sistema anti-perforazione Save & Flex Plus per una protezione completa della punta e della pianta del piede.

Scarpe da lavoro basse ultra traspiranti con tomaia in nylon, inserti in morbida pelle scamosciata e fodera interna WingTex a tunnel d’aria , ideali nei mesi più caldi.

Il comfort è garantito dalla presenza del sottopiede WOW2 costituito da una struttura arcoplantare automodellante e da un inserto antifatica in grado di dissipare lo stress corporeo e migliorare equilibrio e stabilità , aumentando notevolmente la percezione di benessere .

Scarpe antinfortunistiche antistatiche con suola antiolio , antiscivolo e anti-abrasione .

Scarpe da lavoro comode e leggere per uomo e donna che ben si adattano ad un uso nei diversi ambiti lavorativi come: trasporti & logistica , cantiere e muratore . artigiani , falegnami , elettricisti , idraulici , imbianchini , operai , benzinai , giardinieri e agricoltori , meccanici e gommisti .",/images/upower_prodotti/DEMONsESD.webp
CURTISS o,U-Power,"Scarpe antinfortunistiche basse, comode e traspiranti U-Power della linea Step One, con tomaia in morbida pelle scamosciata forata, puntale Composite, antiscivolo, suola PU/PU.",/images/upower_prodotti/CURTISSo.webp
MARC,U-Power,"Stivale da lavoro U-Power pensato per offrire protezione e leggerezza in un’unica soluzione. Il gambale in PU SOFT garantisce resistenza all’usura, mentre il peso contenuto rende questa calzatura ideale per chi lavora a lungo in piedi.

All’interno, la fodera in poliestere favorisce il ricircolo dell’aria, mantenendo il piede asciutto e confortevole. Il puntale FiberToe protegge le dita da eventuali urti, rendendo Marc adatto anche a contesti di lavoro moderatamente rischiosi.

La suola in poliuretano compatto , prodotta con la tecnologia spray, presenta un battistrada light che unisce leggerezza e stabilità. Disponibile in tutte le misure dalla 35 alla 48.",/images/upower_prodotti/MARC.webp
BEN s ESD,U-Power,"Scarpe antinfortunistiche idrorepellenti con tomaia in morbida microfibra effetto Nabuk .

Queste Scarpe da lavoro basse , con puntale AirToe Aluminium leggero, montano una suola ultra leggera di nuova generazione in mescola PU che è anti-abrasione , antiolio , antiscivolo e antistatica .

Il nuovissimo sistema anti-perforazione, costituito da un sottopiede tessile antiforo , rende questo modello di scarpe da lavoro più leggere rispetto ai modelli tradizionali. Infatti, l’utilizzo di materiali altamente innovativi per la realizzazione della suola e del sistema anti-perforazione, unitamente al puntale in alluminio che pesa solo 54 gr. hanno permesso una notevole riduzione del peso complessivo della calzatura da lavoro a tutto vantaggio del benessere e del rendimento del lavoratore.

Calzature di sicurezza con particolare protezione della suola dal freddo, ideali per: elettricisti , falegnami , artigiani , magazzinieri , settore trasporti e logistica .

Comfort e salute del piede garantiti dal sottopiede U-Power Original in mescola poliuretanica leggera, comodo e traspirante , e dalla fodera a tunnel d’aria che assicura il ricircolo dell’aria.

Scarpe antinfortunistiche adatte ad un pubblico maschile e femminile .",/images/upower_prodotti/BENsESD.webp
FORM RS s ESD,U-Power,"Scarpa antinfortunistica alta e comoda, della linea Red Over di U-Power,  tomaia in Morbida pelle fiore, inserti in textile e puntale antiabrasione, idrorepellente in composito, fodera Wingtex e suola in Soffice PU espanso e Infinergy®.",/images/upower_prodotti/FORMRSsESD.webp
NICO s,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Flat Out, con tomaia in morbida pelle scamosciata con inserti in MESH ultra traspirante, puntale in alluminio, antiperforazione, antiscivolo e suola PU/PUTR GRIP.",/images/upower_prodotti/NICOs.webp
ULTRA s ESD,U-Power,"Scarpe antinfortunistiche RedLion®, con puntale AirToe Aluminium e sistema antiperforazione Save & Flex PLUS, progettate per garantire un prolungato benessere del piede. Basse e super leggere, con tomaia in rete ultra traspirante con inserti in morbida pelle scamosciata. Queste scarpe da lavoro sono in grado di garantire comfort e leggerezza grazie alla suola con innovativo sistema Infinergy® e all'intersuola in PU espanso. Il tacco polifunzionale e il battistrada in PU compatto offrono aderenza, sicurezza e stabilità della postura. Questa calzatura è adatta all'uso in ambienti secchi, trasporti e logistica, laboratori artigianali e settore terziario e dei servizi.",/images/upower_prodotti/ULTRAsESD.webp
IRON RS s,U-Power,"Scarpe antinfortunistiche polacchi totalmente ""metal free"", comode e leggere U-Power della linea Rock&Roll, con tomaia in pelle pull-up ingrassato idrorepellente, Thinsulate,  inserti in Mesh traspirante, puntale AirToe Composite, antiperforazione, antiscivolo e suola PU/VIBRAM.",/images/upower_prodotti/IRONRSs.webp
PRINCE s ESD,U-Power,"Calzature antinfortunistiche con chiusura a velcro e tomaia in morbida pelle scamosciata forata. Inserti in Mesh super traspirante e copripuntale di rinforzo in poliuretano per una maggior protezione e durata della scarpa.

Prince è una scarpa da lavoro adatta sia al pubblico maschile che femminile ed è ideale in ambiente asciutto e caldo dotata di fodera a tunnel d'aria WingTex che garantisce la salute del piede e un benessere prolungato.

Scarpe antinfortunistiche antiscivolo con suola in PU compatto anti-abrasione , antiolio e antistatica adatte per: settore automotive , industria meccanica , settore logistica e trasporti , cartiere , artigiani , elettricisti , falegnami , magazzinieri .

La protezione è garantita dalla presenza del puntale Composite e dal sistema anti-perforazione Save & Flex Plus che assicurano massima protezione della punta e del 100% della superficie del piede.

Scarpe comode da lavoro ""Metal Free"" con sottopiede lavabile progettato per seguire la normale morfologia del piede e con proprietà antibatteriche e antistatiche.",/images/upower_prodotti/PRINCEsESD.webp
MAUNA L,U-Power,"Scarpe antinfortunistiche basse, classiche e robuste U-Power della linea Style&Job, con tomaia in pelle stampata idrorepellente, puntale in acciaio, antiperforazione, antiscivolo, lamina in acciaio ergonomica e suola PU/PU.",/images/upower_prodotti/MAUNAL.webp
MITCH  ESD,U-Power,"Le scarpe da lavoro Mitch garantiscono protezione e durata per chi lavora in condizioni difficili . La tomaia in Putek Hexagon , altamente resistente all’abrasione , è idrorepellente e traspirante , offrendo comfort per tutta la giornata . Il puntale Fibertoe e il sottopiede antiforo ultra leggero proteggono il piede da perforazioni senza compromettere la leggerezza. La suola EVA e gomma nera offre una presa eccellente anche su superfici scivolose. Completamente metal free , Mitch è una scelta versatile e performante.",/images/upower_prodotti/MITCHESD.webp
BONDE s,U-Power,"Scarpe antinfortunistiche polacchi totalmente ""metal free"", comode e leggere U-Power della linea Rock&Roll, con tomaia in morbida pelle scamosciata, ingrassato, idrorepellente con inserti in textile ultra traspirante, inserti in Mesh traspirante, puntale AirToe Composite, antiperforazione, antiscivolo e suola PU/PU.",/images/upower_prodotti/BONDEs.webp
JAMES s,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Flat Out, con tomaia in PUTEK® PLUS altamente resistente all’abrasione, puntale in alluminio, antiperforazione, antiscivolo e suola PU/PUTR GRIP.",/images/upower_prodotti/JAMESs.webp
NEGAN s ESD,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Red 360, con tomaia in nylon ultra traspiranti e morbida pelle scamosciata, collarino con tessuto in fibra Lycra®, tallonetta anti-shock, puntale in alluminio, antiperforazione, antiscivolo e suola PU/PU infinergy.",/images/upower_prodotti/NEGANsESD.webp
FLORIDA s,U-Power,"Scarpe antinfortunistiche polacchi totalmente ""metal free"", comode e leggere U-Power della linea Rock&Roll, con tomaia scamosciata con inserti in textile ultratraspirante,  inserti in Mesh traspirante, puntale AirToe Composite, antiperforazione, antiscivolo e suola PU/PU.",/images/upower_prodotti/FLORIDAs.webp
QUEBEC UK s,U-Power,"Scarpe antinfortunistiche basse totalmente ""metal free"", comode e leggere U-Power della linea Rock&Roll, con tomaia in pelle pull-up idrorepellente, copripuntale di rinforzo in poliuretano, inserti in Mesh traspirante, puntale AirToe Composite, antiperforazione, antiscivolo e suola PU/PU.",/images/upower_prodotti/QUEBECUKs.webp
CROCODILE L,U-Power,"Scarpe antinfortunistiche alte, classiche e robuste U-Power della linea Style&Job, con tomaia in pelle stampata idrorepellente, puntale in acciaio, antiperforazione, antiscivolo, lamina in acciaio ergonomica e suola PU/PU.",/images/upower_prodotti/CROCODILEL.webp
GORDON,U-Power,"La calzatura professionale Gordon è pensata per il settore Horeca , unendo funzionalità e stile. La tomaia in maglia di nylon con lavorazione laser è rivestita con una fodera traspirante che assicura comfort per tutto il giorno . La soletta U-Power MEMORY FOAM si adatta alla forma del piede, offrendo un'ammortizzazione superiore. La suola in EVA e gomma nera garantisce resistenza e flessibilità.

Conforme alla normativa EN 20347:2022 e classificata OB E FO SR , Gordon garantisce aderenza su superfici scivolose, resistenza agli oli e assorbimento degli urti. Perfetta per l'uso quotidiano , sia sul lavoro che nel tempo libero.",/images/upower_prodotti/GORDON.webp
DROP GTX s,U-Power,"Scarpe antinfortunistiche polacchi totalmente ""no metal"", comode U-Power della linea Gore-Tex, con tomaia in morbida pelle fiore idrorepellente, traspiranti, impermeabili,  puntale Composite, antiperforazione, antiscivolo e suola PU/VIBRAM.",/images/upower_prodotti/DROPGTXs.webp
PROVOKE s,U-Power,"Scarpe antinfortunistiche basse totalmente ""no metal"", comode U-Power della linea Concept Plus, con tomaia in morbida pelle pull-up ingrassato, idrorepellente, puntale Composite, antiperforazione, antiscivolo e suola PU/PU.",/images/upower_prodotti/PROVOKEs.webp
KALEO s ESD,U-Power,"Kaleo è una scarpa da lavoro antinfortunistica nata dall'unione tra design italiano e innovazione attraverso materiali di alta qualità , con la sicurezza e la protezione che da sempre caratterizza le calzature U-Power.

Scarpe da lavoro basse con tomaia in PUTEK® CAP ad alta tenacità , idrorepellente , traspirante con copripuntale di rinforzo in poliuretano . Avvolgente fodera in morbida pelle di vitello bianca che avvolge il piede come una calza estendendosi dalla punta al tallone.

Scarpa da lavoro antiscivolo dotata di protezione CI per l'isolamento dal freddo del fondo della calzatura e sottopiede U-Power Original anatomico , antibatterico e traspirante in morbida pelle di vitello bianca. Il sistema Infinergy® per un ritorno ottimale di energia di oltre il 55% ad ogni passo aumentando comfort e benessere ogni giorno.

Scarpe antinfortunistiche antiscivolo dotate di puntale AirToe Aluminium che garantisce massima sicurezza e protezione delle dita e della parte anteriore del piede.

Kaleo è dotata di sistema anti-perforazione Save & Flex PLUS totalmente no metal e costituito da una soletta anti-perforazione che assicura la totale protezione dell'intera pianta del piede essendo direttamente cucita alla tomaia.",/images/upower_prodotti/KALEOsESD.webp
KING s,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea The Roar, con tomaia in pelle Nabuk naturale bottalato, idrorepellente,  puntale in alluminio, antiperforazione, antiscivolo e suola PU/PU LIGHT GRIP.",/images/upower_prodotti/KINGs.webp
FREQUENCY s ESD,U-Power,"Scarpe antinfortunistiche RedLion®, con puntale AirToe Composite e sistema antiperforazione Save & Flex PLUS, progettate per garantire un prolungato benessere del piede. Basse e super leggere, con tomaia In Airnet® ultra traspirante e morbida pelle scamosciata, chiusura con lacci e soffietto in nylon imbottito per garantire un comfort duraturo. Queste scarpe da lavoro sono in grado di garantire comfort e leggerezza grazie alla suola con innovativo sistema Infinergy® e all'intersuola in PU espanso. Il tacco polifunzionale e il battistrada in PU compatto offrono aderenza, sicurezza e stabilità della postura. Questa calzatura è adatta all'uso in ambienti secchi, trasporti e logistica, laboratori artigianali e settore terziario e dei servizi.",/images/upower_prodotti/FREQUENCYsESD.webp
TAURUS s ESD,U-Power,"Scarpa antinfortunistica Red UP, con puntale AirToe Aluminium e sistema antiperforazione Save & Flex Plus, progettata per garantire un benessere prolungato del piede. Leggere, comode, con tomaia in PUTEK® PLUS ad elevata resistenza all'abrasione, elevata traspirazione e chiusura con lacci e soffietto di nylon imbottito per garantire elevato comfort della calzata. Queste scarpe da lavoro sono in grado di garantire comfort e leggerezza grazie alla suola con innovativo sistema PU/PU High Rebound in Elastopan di Basf. Questa calzatura è adatta all'uso in ambienti umidi, trasporti e logistica, settore terziario e dei servizi.",/images/upower_prodotti/TAURUSsESD.webp
DUDE GTX UK s,U-Power,"Scarpe antinfortunistiche polacchi, comode U-Power della linea Gore-Tex, con tomaia in pelle nabuk naturale bottalato, idrorepellente, traspiranti, impermeabili, puntale Composite, antiperforazione, antiscivolo e suola PU/PU.",/images/upower_prodotti/DUDEGTXUKs.webp
ELECTRA s ESD,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Red UP, con tomaia in morbida pelle scamosciata forata ultra traspiranti e puntale in alluminio, antiperforazione, antiscivolo e suola PU/PU High Rebound in Elastopan di Basf.",/images/upower_prodotti/ELECTRAsESD.webp
ENOUGH s,U-Power,"Scarpe antinfortunistiche polacchi, comode e leggere U-Power della linea White68&Black, con tomaia New Safety Dry microfibra idrorepellente e traspirante con pezzo unico impermeabile, resistenti a batteri e residui organici chimici, facilmente lavabili, puntale AirToe Composite, antiscivolo e suola PU/PU.",/images/upower_prodotti/ENOUGHs.webp
AIR o,U-Power,"Scarpe antinfortunistiche basse totalmente ""no metal"", comode e leggere U-Power della linea Professional, con tomaia in morbida pelle scamosciata forata , puntale Golia 0 Joule, antistatiche, resistenti agli idrocarburi e oli, antiscivolo e suola PU/PU.",/images/upower_prodotti/AIRo.webp
POINT s ESD,U-Power,"Scarpe antinfortunistiche basse, leggere e comode U-Power della linea Red Lion, con tomaia in  nylon ultra traspiranti e morbida pelle scamosciata, puntale in alluminio, antiperforazione, antiscivolo e suola PU/PU infinergy.",/images/upower_prodotti/POINTsESD.webp
MICHELLE s ESD,U-Power,"Scarpe antinfortunistiche leggere donna con tomaia in nylon ultra-traspirante e bande laterali a contrasto rosa. Film anti-abrasione a protezione della punta .

Sottopiede U-Power Original in mescola poliuretanica leggera e traspirante per una sensazione di massimo comfort. Fodera WingTex a tunnel d’aria con speciali microcellule per l’assorbimento e la dispersione dell’umidità.

Queste scarpe da lavoro donna utilizzano nuovi materiali che ne riducono drasticamente il peso, assicurando leggerezza non solo nella percezione del calore ma anche nel movimento.

Il battistrada super leggero con mescola in PU di nuova generazione e il nuovo sottopiede antiforo contribuiscono, assieme al puntale AirToe Aluminium ad assicurare protezione durante l’utilizzo, mantenendo la calzatura estremamente leggera.

Scarpe da lavoro donna adatte in ambiente secco e, in maniera più specifica per magazziniere , autotrasporti e logistica , falegname , elettricista e artigiani in generale.",/images/upower_prodotti/MICHELLEsESD.webp
