description,brand,image_url,product_page_url,name
"
• focolare con base in ghisa e pareti in cemento refrattario che ottimizza la combustione e l’irraggiamento
• apertura della portina a scorrimento
• sistema di auto-pulizia del vetro che garantisce una ottimale visione della fiamma e permette di ridurre la frequenza di pulizia manuale
• bocchette regolabili con raccordi e prolunga flessibile
• sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 16.7 kW
Potenza termica nominale: 13 kW
Rendimento alla potenza termica nominale: 78 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
85 x 55 x 165 cm - 215 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoMX78Faria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-mx/ecomonoblocco-mx-78-frontale-magnofix-13-kw-aria-irraggiamento,Caminetto a legna Ecomonoblocco MX 78 F aria
"
• focolare con base in ghisa e pareti in cemento refrattario che ottimizza la combustione e l’irraggiamento
• apertura della portina a scorrimento
• sistema di auto-pulizia del vetro che garantisce una ottimale visione della fiamma e permette di ridurre la frequenza di pulizia manuale
• bocchette regolabili con raccordi e prolunga flessibile
• sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
R:
versione con angolo vetrato a destra

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 20.4 kW
Potenza termica nominale: 16 kW
Rendimento alla potenza termica nominale: 78.5 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
100 x 67 x 165 cm - 240 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoMX86Faria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-mx/ecomonoblocco-mx-86-angolo-magnofix-16-kw-aria-irraggiamento,Caminetto a legna Ecomonoblocco MX 86 F aria
"
• focolare con base in ghisa e pareti in cemento refrattario che ottimizza la combustione e l’irraggiamento
• apertura della portina a scorrimento
• sistema di auto-pulizia del vetro che garantisce una ottimale visione della fiamma e permette di ridurre la frequenza di pulizia manuale
• bocchette regolabili con raccordi e prolunga flessibile
• sistema della Doppia Combustione
• sistema brevettato
VDF
®
per una perfetta gestione del tiraggio con conseguente riduzione dei consumi
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 20.4 kW
Potenza termica nominale: 16 kW
Rendimento alla potenza termica nominale: 78.5 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
100 x 67 x 165 cm - 240 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoMX86Faria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-mx/ecomonoblocco-mx-86-frontale-magnofix-16-kw-aria-irraggiamento,Caminetto a legna Ecomonoblocco MX 86 F aria
"
• monoblocco con panoramica visione del fuoco su tre lati
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• sistema della Doppia Combustione
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• tecnologia
O
2
Ring
integrata, per l’abbattimento delle emissioni
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portalegna estetico in ghisa di serie
• disponibile in diverse configurazioni
•
V EPLUS:
versione ventilata, con mantello di ventilazione,  ventilatore radiale con centralina e 4 bocchette regolabili con tubi flessibili, con tecnologia ET4W per il controllo della combustione, della ventilazione e l'apertura motorizzata della porta.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.6 kW
Potenza termica nominale: 12.5 kW
Rendimento alla potenza termica nominale: 85.4 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
108 x 71 x 164 cm - 450 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcomonobloccoWT1693DV12EPLUS.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wt-16-9-3d-thermofix-12-kw-plus-aria-canalizzabile-0-speed-fan,Ecomonoblocco WT 16:9 3D V12EPLUS
"
• ampia visione della fiamma con taglio 16/9 bifacciale
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• tecnologia
O
2
Ring
integrata, per l’abbattimento delle emissioni
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portalegna estetico in ghisa di serie
• il prezzo del kit cornice è unitario, nel bifacciale ne possono servire due.
• disponibile in diverse configurazioni
•
V:
versione ventilata (tecnologia ET4W), con mantello di ventilazione,  ventilatore radiale con centralina e 4 bocchette regolabili con tubi flessibili

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 15.9 kW
Potenza termica nominale: 13.5 kW
Rendimento alla potenza termica nominale: 85.1 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
124 x 65 x 171 cm - 428 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcomonobloccoWT169BV13.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wt-16-9-bifacciale-thermofix-13-kw-ventilato-aria-canalizzabile-0-speed-fan,Ecomonoblocco WT 16:9B V13
"
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• riscaldamento a convezione naturale e irraggiamento
• sistema della Doppia Combustione
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• tecnologia
O
2
Ring
integrata, per l’abbattimento delle emissioni
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portalegna estetico in ghisa di serie
•
V:
versione ventilata (tecnologia ET4W), con mantello di ventilazione,  ventilatore radiale con centralina e 4 bocchette regolabili con tubi flessibili

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 14.2 kW
Potenza termica nominale: 12.2 kW
Rendimento alla potenza termica nominale: 85.9 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
116 x 63 x 172 cm - 450 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWT169FV12ETconO2RingeET4Waria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wt-16-9-frontale-thermofix-12-kw-ventilato-aria-canalizzabile-0-speed-fan,Caminetto a legna Ecomonoblocco WT 16:9F V12ET con O2Ring e ET4W aria
"
• monoblocco con panoramica visione del fuoco su tre lati
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• sistema della Doppia Combustione
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• tecnologia
O
2
Ring
integrata, per l’abbattimento delle emissioni
• possibilità di prelevare l’aria comburente direttamente dall’esterno
• portalegna estetico in ghisa di serie
•
V EPLUS:
versione ventilata, con mantello di ventilazione,  ventilatore radiale con centralina e 4 bocchette regolabili con tubi flessibili, con tecnologia ET4W per il controllo della combustione, della ventilazione e l'apertura motorizzata della porta.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 21.2 kW
Potenza termica nominale: 16.7 kW
Rendimento alla potenza termica nominale: 78.7 %
Diametro uscita fumi: ø 25 cm
Livello di prestazione ambientale: 4 Stelle

Dimensioni:
68 x 125 x 163 cm - 460 kg

Classe Energetica:
A",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWT603DV16EPLUSaria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wt-60-3d-thermofix-17-kw-plus-aria-canalizzabile-0-speed-fan,Caminetto a legna Ecomonoblocco WT60 3D V16EPLUS aria
"
• focolare in
Thermofix
®
• portina ad angolo con due vetri accoppiati
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro ad anta
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 17.2 kW
Potenza termica nominale: 14.7 kW
Rendimento alla potenza termica nominale: 85.2 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
87 x 61 x 171 cm - 307 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWTX70L.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-70-angolo-thermofix-wtx-70l-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 70L
"
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 17.2 kW
Potenza termica nominale: 14.7 kW
Rendimento alla potenza termica nominale: 85.2 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
77 x 61 x 171 cm - 268 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/EcomonobloccoWTX70.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-70-frontale-thermofix-wtx70-f-aria-irraggiamento-aria-canalizzabile-aria-0-speed-fan,Ecomonoblocco WTX70
"
• focolare in
Thermofix
®
• portina ad angolo con due vetri accoppiati
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro ad anta
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 20.5 kW
Potenza termica nominale: 17.8 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
100 x 61 x 171 cm - 337 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWTX80LN18aria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-80-angolo-thermofix-80l-n18-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 80L N18 aria
"
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 20.5 kW
Potenza termica nominale: 17.8 kW
Rendimento alla potenza termica nominale: 86.9 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
90 x 61 x 171 cm - 295 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWTX80FN18aria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-80-frontale-thermofix-80f-n18-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 80F N18 aria
"
• focolare in
Thermofix
®
• portina ad angolo con due vetri accoppiati
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro ad anta
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 22.3 kW
Potenza termica nominale: 19.1 kW
Rendimento alla potenza termica nominale: 85.7 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
113 x 61 x 172 cm - 375 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWTX90LN19aria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-90-angolo-thermofix-90l-n19-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 90L N19 aria
"
• focolare in
Thermofix
®
• solido sistema di scorrimento dell’anta che facilita e rende più fluida l’apertura della porta
• apertura per pulizia vetro a ribalta (40°)
• riscaldamento a convezione naturale e irraggiamento
• bocchette regolabili con raccordi e prolunga flessibile
• cassetto cenere estraibile
• valvola di by-pass fumi all’apertura dell’anta
• gestione e controllo della combustione in modo preciso attraverso la regolazione dell’aria primaria/secondaria
• possibilità di prelevare l’aria comburente direttamente dall’esterno
•
N:
versione naturale; è possibile abbinare il kit di ventilazione opzionale.

Specifiche Tecniche:
-- Funzionamento a legna --
Potenza termica bruciata: 22.3 kW
Potenza termica nominale: 19.1 kW
Rendimento alla potenza termica nominale: 85.7 %
Diametro uscita fumi: ø 20 cm
Livello di prestazione ambientale: 5 Stelle

Dimensioni:
103 x 61 x 172 cm - 330 kg

Classe Energetica:
A+",Palazzetti,/images/palazzetti_prodotti/CaminettoalegnaEcomonobloccoWTX90FN19aria.webp,https://palazzetti.it/prodotti/caminetti-a-legna/ecomonoblocco-wt/ecomonoblocco-wtx-90-frontale-thermofix-90f-n19-aria-irraggiamento,Caminetto a legna Ecomonoblocco WTX 90F N19 aria
