name,marca,descrizione,image_url
Dispositivo anticaduta su corda apribile,Kapriol,"Dispositivo anticaduta su corda con lunghezza di 15 metri e piastra di bloccaggio in alluminio , funzionale per diverse tipologie di applicazione, e particolarmente indicato per l'utilizzo in verticale e per lavori in doppia fune. Questo dispositivo anticaduta su corda a norma EN 353-2 / EN 12841-A / EN 1891-A garantisce l'assorbimento di energia nel rispetto delle normative. SPECIFICHE TECNICHE corda di diametro 12 mm e lunghezza 15 m piastra di bloccaggio in alluminio norma EN 353-2 / EN 12841-A / EN 1891-A",/images/kapriol_safety/Dispositivoanticadutasucordaapribile.webp
Dispositivo anticaduta retrattile 6m,Kapriol,"Dispositivo anticaduta retrattile compatto e leggero composto da un resistente nastro in poliestere lungo 6 metri , carter di protezione in plastica antiurto e pratico connettore girevole di aggancio all'imbracatura. Il sistema di ancoraggio tramite anello girevole rende il dispositivo anticaduta estremamente sicuro e comodo per garantire libertà di movimento all'operatore. I materiali con i quali viene realizzato, insieme al segnalatore di caduta inserito nel connettore di aggancio, rendono questo dispositivo retrattile Kapriol particolarmente indicato per i lavori in quota dove sono presenti coperture o attrezzature sensibili agli urti. SPECIFICHE TECNICHE nastro di larghezza 17 mm e lunghezza 6 m connettore girevole di aggancio all’imbracatura ancoraggio con anello girevole carter di protezione antiurto segnalatore di caduta inserito nel connettore di aggancio carico di rottura 15 kN norma EN 360 MATERIALI Nastro : poliestere Carter : ABS antiurto",/images/kapriol_safety/Dispositivoanticadutaretrattile6m.webp
Dispositivo anticaduta retrattile 2m,Kapriol,"Dispositivo anticaduta retrattile compatto e leggero, con carter di protezione in ABS antiurto e resistente fettuccia a nastro in poliestere da 46 mm con dissipatore di energia. Il dispositivo retrattile da 2 metri a norma EN 360 può essere utilizzato in condizioni di lavoro con fattore di caduta 2 grazie al meccanismo di blocco della fettuccia che arresta la caduta, indicato per lavori su ponteggio o interventi di manutenzione in spazi limitati (es. antennisti). Il sistema di ancoraggio con anello girevole del dispositivo retrattile Kapriol garantisce sicurezza, autonomia e libertà di movimento durante l'utilizzo. SPECIFICHE TECNICHE fettuccia con nastro da 46 mm e lunghezza di 1,65 m dissipatore di energia applicato sul nastro carter di protezione antiurto ancoraggio con anello girevole utilizzabile in condizioni di lavoro con fattore di caduta 2 carico di rottura 15 kN norma EN 360 MATERIALI Carter : ABS antiurto Fettuccia : poliestere",/images/kapriol_safety/Dispositivoanticadutaretrattile2m.webp
Dispositivo anticaduta retrattile Rekap 10m,Kapriol,"Dispositivo anticaduta retrattile con fune in acciaio zincato di lunghezza 10 metri e assorbitore di energia , in grado di garantire una portata massima fino a 120 kg e carico di rottura di 12 kN. Il dispositivo retrattile con carter di protezione in ABS antiurto può essere utilizzato sia su superfici piane che inclinate , per soli scopi di trattenuta e posizionamento che non comportino possibilità di caduta. Dotato di assorbitore di energia , il dispositivo retrattile da 10 m garantisce sicurezza, autonomia e libertà di movimento all'operatore durante l'utilizzo. SPECIFICHE TECNICHE carter di protezione antiurto lunghezza 10 m carico di rottura 12 kN portata massima 120 kg diametro fune 4,8 mm assorbitore d'energia possible utilizzo orizzontale norma EN 360 MATERIALI Fune : acciaio zincato Carter : ABS antiurto",/images/kapriol_safety/DispositivoanticadutaretrattileRekap10m.webp
Cordino con dissipatore di energia,Kapriol,"Cordino anticaduta in corda statica in poliammide da 10,5 mm con anima interna e robusta calza esterna, dotato di dissipatore di energia . Per l'utilizzo del cordino anticaduta è necessaria l'aggiunta di un connettore. Questo cordino anticaduta è certificato per uso orizzontale su spigolo vivo (r > 0,5 mm) insieme ai dispositivi retrattili da 10 m e 20 m . SPECIFICHE TECNICHE certificato per uso orizzontale su spigolo vivo (r > 0,5 mm) in abbinamento al dispositivo retrattile da 10 m - 20 m operativo con aggiunta di un connettore utilizzabile esclusivamente con il dispositivo retrattile art. 27939 distanza di intervento del dissipatore (D.I.) di 120 cm con fattore di caduta 2",/images/kapriol_safety/Cordinocondissipatoredienergia.webp
Barra di ancoraggio regolabile,Kapriol,"Barra di ancoraggio per porte e finestre a norma EN 795B, con 2 anelli di ancoraggio per lavori in doppia fune e una lunghezza utile da 350 a 1240 mm . Le barre di ancoraggio Kapriol sono DPI adatti per l'uso di una singola persona che consentono di ottenere un punto di ancoraggio temporaneo veloce, sicuro e di facile installazione. SPECIFICHE TECNICHE 2 anelli di ancoraggio larghezza utile: da 350 a 1240 mm adatto per una sola persona norma EN 795B",/images/kapriol_safety/Barradiancoraggioregolabile.webp
Moltiplicatore di ancoraggi,Kapriol,"Piastra moltiplicatore di ancoraggi in alluminio ad alta resistenza, con 8 fori moltiplicatori del punto singolo di ancoraggio. Oltre al foro principale di fissaggio, il moltiplicatore di ancoraggi è dotato di 2 fori secondari funzionali ad operazioni di soccorso e l'aggancio di barella, e 5 ulteriori fori di ancoraggio. SPECIFICHE TECNICHE piastra ad alta resistenza 5 fori di ancoraggio 1 foro principale di fissaggio 2 fori secondari per operazioni di soccorso e recupero con barella carico di rottura 36 kN MATERIALI Piastra : alluminio",/images/kapriol_safety/Moltiplicatorediancoraggi.webp
Piastra di ancoraggio permanente,Kapriol,"Piastra di ancoraggio permanente per fissaggi su muri, strutture metalliche o di legno tramite tasselli ad espansione o con viti, bulloni e dadi. La piastra di fissaggio in acciaio inox a norma EN 795A, con foro di fissaggio di 12 mm, garantisce un carico di rottura di 25 kN . SPECIFICHE TECNICHE foro di fissaggio 12 mm carico di rottura 25 kN norma EN 795A MATERIALI Piastra : acciaio inox",/images/kapriol_safety/Piastradiancoraggiopermanente.webp
Gancio ancoraggio permanente,Kapriol,"Ganci di ancoraggio in acciaio inox con profondità di foratura di 72 mm, funzionale per fissaggi permanenti su muri pieni, rocce e basi similari altamente resistenti. Per il fissaggio dei ganci di ancoraggio è necessario effettuare una foratura preventiva della struttura, funzionale all'installazione con resina o colla bicomponente. SPECIFICHE TECNICHE profondità foratura 72 mm carico di rottura 30 kN norma EN 795A MATERIALI Gancio : acciaio inox",/images/kapriol_safety/Gancioancoraggiopermanente.webp
Fettuccia di collegamento,Kapriol,La fettuccia di collegamento è un componente dei dispositivi di protezione anticaduta dall’alto che permette e facilita il collegamento al punto di ancoraggio strutturale. La fettuccia di ancoraggio è costituita da una resistente cinghia in poliammide della lunghezza di 65 cm . SPECIFICHE TECNICHE carico di rottura 22 kN norma EN 795B MATERIALI Fettuccia : poliammide,/images/kapriol_safety/Fettucciadicollegamento.webp
Fettuccia di ancoraggio,Kapriol,"Fettuccia di ancoraggio con resistente cinghia in poliestere di lunghezza 120 o 160 cm , con fascia protettiva in gomma sintetica sul lato interno. I due anelli di aggancio in acciaio consentono di creare velocemente un punto di ancoraggio robusto in qualsiasi situazione. SPECIFICHE TECNICHE cinghia con fettuccia da 45 mm anelli di aggancio fascia protettiva in gomma sintetica sul lato interno carico di rottura 30 Kn norma EN 795B MATERIALI Cinghia : poliestere Anelli : acciaio Fascia protettiva : gomma sintetica",/images/kapriol_safety/Fettucciadiancoraggio.webp
Verricello di recupero per tripode,Kapriol,"Verricello di recupero per tripode con fune in acciaio zincato e freno di bloccaggio automatico , utilizzabile in abbinamento con il tripode di sicurezza , funzionale al sollevamento e recupero dell'operatore in situzioni difficili e in luoghi confinati. Il verricello manuale per tripode viene fornito completo di puleggio e sistema di fissaggio al tripode . SPECIFICHE TECNICHE fune zincata di diametro 6,3 mm freno di bloccaggio automatico carico di lavoro massimo: 140 Kg carico di rottura 18 kN completo di puleggio e sistema di fissaggio tripode norma EN 1496 MATERIALI Fune : acciaio zincato",/images/kapriol_safety/Verricellodirecuperopertripode.webp
Tripode di sicurezza,Kapriol,"Il tripode di sicurezza è un dispositivo di protezione anticaduta a norma EN 795B pensato per operatori che svolgono attività di manutenzione ordinaria o straordinaria in cisterne, tombini, cunicoli, ecc. Il tripode di sicurezza viene utilizzato in abbinamento al verricello di sollevamento e il recupero di operatori in luoghi confinati. Il tripode di sicurezza Kapriol consente di regolare l'altezza e la larghezza della struttura e garantisce fino ad un carico massimo di 140 kg . SPECIFICHE TECNICHE altezza regolabile da 147 a 229 cm larghezza regolabile da 119 a 182 cm carico di lavoro massimo 140 Kg norma EN 795B",/images/kapriol_safety/Tripodedisicurezza.webp
Linea vita temporanea,Kapriol,"Linea vita temporanea con cinghia in poliestere di 20 m con due asole di collegamento rinforzate e cricchetto tensionatore . La linea vita temporanea orizzontale può essere utilizzata contemporaneamente da 3 operatori e consente di mettere in sicurezza i lavoratori da possibili cadute dall'alto, riducendo al minimo i rischi per opertatori che svolgono lavori in altezza. La linea vita Kapriol viene fornita compresa di apposito zaino per il trasporto e lo stoccaggio. SPECIFICHE TECNICHE lunghezza cinghia 20 m due asole di collegamento rinforzate cricchetto tensionatore zaino per il trasporto e lo stoccaggio norma EN 795B MATERIALI Cinghia : poliestere",/images/kapriol_safety/Lineavitatemporanea.webp
Barra di ancoraggio per lucernario,Kapriol,"La barra di ancoraggio per lucernario e abbaini a norma EN 795B, con lunghezza regolabile da 30 a 127 cm. La barra di ancoraggio regolabile è un DPI adatto per l'uso di una sola persona e consente di ottenere un punto di ancoraggio temporaneo veloce, sicuro e di facile installazione sfruttando l'apertura di abbaini come struttura d'appoggio. SPECIFICHE TECNICHE larghezza utile: da 30 a 127 cm altezza utile: da 0 a 550 mm adatto per una sola persona norma EN 795B",/images/kapriol_safety/Barradiancoraggioperlucernario.webp
Fettuccia di ancoraggio regolabile,Kapriol,"Fettuccia di ancoraggio a norma EN 795B, in resistente poliammide, con misura regolabile da 80-130 cm tramite apposita fibbia in acciaio. La f ettuccia regolabile con anelli di aggancio in acciaio consente di creare velocemente un punto di ancoraggio temporaneo sicuro e affidabile. SPECIFICHE TECNICHE fettuccia regolabile in poliammide 45 mm anelli di aggancio fibbia di regolazione carico di rottura 25 kN norma EN 795B MATERIALI Fettuccia : poliammide Anelli : acciaio Fibbia : acciaio",/images/kapriol_safety/Fettucciadiancoraggioregolabile.webp
Moschettone a D,Kapriol,"Moschettoni in alluminio con ghiera a vite con chiusura automatica a 1/4 di giro . Il moschettone a D, a norma EN 362, è ideale per connessioni ad alto carico di rottura e per operazioni di soccorso . La speciale forma a “D” dei moschettoni a vite garantisce una maggiore apertura. SPECIFICHE TECNICHE ghiera a vite con chiusura automatica a 1/4 di giro norma EN 362 MATERIALI Struttura : alluminio",/images/kapriol_safety/MoschettoneaD.webp
Maglia rapida,Kapriol,"Maglia rapida in acciaio zincato con chisura a vite, a norma EN 362/EN 12275, ideale per collegamenti permanenti . Il moschettone maglia rapida è uno strumento versatile sia per attività in alta quota o su corda che in arrampicata. SPECIFICHE TECNICHE ghiera a vite norma EN 362/EN 12275 MATERIALI Struttura : acciaio",/images/kapriol_safety/Magliarapida.webp
Moschettone ovale,Kapriol,"Moschettone con chiusura a vite a forma ovale , disponibile sia in acciaio che in alluminio. Il moschettone ovale a norma EN 362 è indicato per qualsiasi tipo di connessione ed è possibile utilizzarlo anche con carrucole. SPECIFICHE TECNICHE ghiera a vite norma EN 362 MATERIALI Struttura : acciaio o alluminio",/images/kapriol_safety/Moschettoneovale.webp
Moschettone a pera,Kapriol,"Moschettone a pera a base larga in alluminio, ad ampia apertura manuale con ghiera a vite . Il moschettone a pera garantisce un carico di rottura di 25 kN, ideale per ogni tipo di operazione, tra cui anche interventi di soccorso e lavoro su doppia fune . SPECIFICHE TECNICHE ghiera a vite carico di rottura 25 kN norma EN 362 MATERIALI Struttura : alluminio",/images/kapriol_safety/Moschettoneapera.webp
Peso da lancio,Kapriol,"Peso da lancio compatto da 250 gr , con forma anatomica che facilita il passaggio tra le forcelle dell'albero. Il peso da lancio annodato, alla corda di risalita, ha lo scopo di aiutare l'operatore in fase di risalita. SPECIFICHE TECNICHE peso da 250 gr",/images/kapriol_safety/Pesodalancio.webp
Staffa di risalita,Kapriol,Staffa di risalita per utilizzo in abbinamento alla maniglia bloccante per progressione in lavori in doppia fune. Il pedale di risalita su corda ha una lunghezza regolabile da 95 a 150 cm ed è dotato di doppio sistema di chiusura sul pedal e. SPECIFICHE TECNICHE lunghezza regolabile da 95 a 150 cm doppio sistema di chiusura sul piede carico di rottura 5 kN,/images/kapriol_safety/Staffadirisalita.webp
Corda Titanium,Kapriol,"Corda Titanium altamente resistente, dal diametro 12 mm con asole e cuciture protette da coperture in plastica, adatta per attività di arrampicata . La corda di sicurezza a norma EN 1891/A è disponibile in tre lunghezze : da 10-20-50 metri. SPECIFICHE TECNICHE corda da 12 mm asole e cuciture protette da coperture in plastica disponibile con lunghezza di 10-20-50 m norma EN 1891/A",/images/kapriol_safety/CordaTitanium.webp
Maniglia bloccante,Kapriol,"Maniglia bloccante a norma EN 12841/B - EN 567 , per risalita su corda fissa con diametro da 8 a 13 mm. La maniglia bloccante in lega di alluminio, con pratica impugnatura ergonomica, permette la progressione in abbinamento alla staffa di risalita , ed è disponibile sia per mano destra che per mano sinistra. SPECIFICHE TECNICHE per corde con diametro da 8 a 13 mm impugnatura ergonomica disponibile per mano destra e per mano sinistra norma EN 12841/B - EN 567 MATERIALI Struttura : lega di alluminio",/images/kapriol_safety/Manigliabloccante.webp
Discensore autobloccante,Kapriol,"Discensore e assicuratore autobloccante su corda singola con diametro da 9,9 a 11 mm, con funzione antipanico a due posizioni di bloccaggio : sia rilasciando che tirando la leva si blocca la discesa. Il discensore autobloccante a norma EN 12841/C - EN 341 permette la discesa controllata su fune tramite regolazione della velocità fino a 2 m/s, garantendo un carico di lavoro fino a 200 kg. SPECIFICHE TECNICHE per corde con diametro da 9,9 a 11 mm due posizioni di bloccaggio regolazione della velocità di discesa fino a 2 m/s carico di lavoro massimo: 200 kg carico di rottura: 15 kN norma EN 12841/C - EN 341",/images/kapriol_safety/Discensoreautobloccante.webp
Kit anticaduta Basic,Kapriol,"Il kit anticaduta Basic è un set estremamente pratico e versatile e fornisce tutta la dotazione di base per il lavoro in quota e su ponteggio . Questo kit anticaduta è equipaggiato di imbracatura e fettuccia a un connettore , e viene fornito completo di zainetto porta kit nero. SPECIFICHE TECNICHE Imbracatura Basic Duo con fettuccia in poliestere, cosciali regolabili, attacco dorsale di ancoraggio (A) e due attacchi sternali (A/2) che, collegati insieme da un connettore, diventano di ancoraggio (b) Cordino con assorbitore a un connettore in acciaio a grande apertura, con leva di sicurezza e dissipatore di energia Zaino porta kit nero",/images/kapriol_safety/KitanticadutaBasic.webp
Kit anticaduta con cordino doppio,Kapriol,"Kit anticaduta con cordino doppio che consente di progredire ancorando in maniera alternata i due connettori alla struttura. Estremamente pratico e confortevole, questo kit anticaduta fornisce tutta la dotazione ideale per chi svolge lavori su ponteggio, su strutture metalliche o su linee vita . SPECIFICHE TECNICHE Casco Airkap di protezione con calotta in ABS e cinghia sottogola con sgancio di emergenza Imbracatura Basic Duo con fettuccia in poliestere, cosciali regolabili, attacco dorsale di ancoraggio (A) e due attacchi sternali (A/2) che, collegati insieme da un connettore, diventano di ancoraggio (b) Cordino a due connettori in acciaio con leva di sicurezza, per aggancio alla struttura e dissipatore di energia Zaino porta dispositivi anticaduta nero-arancione",/images/kapriol_safety/Kitanticadutaconcordinodoppio.webp
Gancio per imbracatura,Kapriol,"Pratico gancio per imbracatura o cintura funzionale all'inserimento di chiavi o altri utensili da lavoro. Realizzati in nylon ad alta resistenza con fettuccia in gomma, i ganci per imbractura Kapriol permettono di inserire gli oggetti con una sola mano. SPECIFICHE TECNICHE fascia di aggancio all’imbracatura o cintura gancio ad alta resistenza MATERIALI Gancio : nylon ad alta resistenza Fascia : gomma",/images/kapriol_safety/Gancioperimbracatura.webp
Zaino in PVC per dispositivi anticaduta,Kapriol,"Pratico zaino impermeabile e antiscivolo in PVC nero, specifico per il trasporto dei kit di protezione anticaduta. Resistente agli urti e ai raggi UV , questo lo zaino in PVC Kapriol ha una capacità di 30 litri , ed è ideale per riporre e trasportare i DPI. SPECIFICHE TECNICHE capacità 30 litri resistente ai raggi UV e agli urti impermeabile e antiscivolo MATERIALI Struttura : PVC",/images/kapriol_safety/ZainoinPVCperdispositivianticaduta.webp
Kit di protezione anticaduta carpentieri,Kapriol,"Il kit di protezione anticaduta per carpentieri consente di operare in totale sicurezza durante il montaggio di copertura in carpenteria e strutture prefabbricate . La pratica fettuccia elastica permette di progredire ancorando vicendevolmente prima un cordino e poi l’altro garantendo totale sicurezza all’utilizzatore durante il movimento. Il kit anticaduta Kapriol viene fornito completo di ampio zaino per il trasporto dei DPI , resistente agli urti e ai raggi UV. SPECIFICHE TECNICHE Casco Airkap di protezione con calotta in ABS e cinghia sottogola con dispositivo di sgancio di emergenza Imbracatura Beta 3 con cosciali e bretelle regolabili, fascia ferma cosciali, anello anticaduta dorsale (A) e due anelli anticaduta frontali (A) Cordino doppio elastico a due connettori in acciaio con leva di sicurezza e dissipatore di energia Fettuccia di collegamento in poliammide Moschettone ovale a ghiera in acciaio Linea vita temporanea con cinghia da 20 m con due asole di collegamento rinforzate e cricchetto tensionatore Zaino in PVC per il trasporto dei DPI, resistente ai raggi UV e agli urti",/images/kapriol_safety/Kitdiprotezioneanticadutacarpentieri.webp
Kit anticaduta per strutture metalliche,Kapriol,"Kit anticaduta completo per la totale sicurezza di operatori che effettuano lavori su strutture metalliche, linee vita o gru . Il kit di protezione anticaduta comprende tutti i DPI anticaduta necessari per permettere agli operatori di muoversi in sicurezza, tramite fettuccia anticaduta a due connettori che permette di avanzare ancorando in maniera alternata i due cordini, garantendo la totale sicurezza all’utilizzatore impedendo possibili cadute accidentali. Questo kit anticaduta Kapriol è la soluzione ideale per montatori di gru . SPECIFICHE TECNICHE Casco Airkap di protezione con calotta in ABS e cinghia sottogola con sgancio di emergenza Imbracatura Alfa 5 con anello anticaduta dorsale (A), anello anticaduta sternale (A), anello ventrale e due anelli laterali di posizionamento, cosciali imbottiti e regolabili, bretelle ed elastici posteriori regolabili e schienale ergonomico Cordino elastico anticaduta in acciaio a due connettori con leva di sicurezza e dissipatore di energia (lunghezza 1,5 m), per l'aggancio alla struttura Cordino di posizionamento regolabile in corda con sistema di bloccaggio, regolatore in lega d’alluminio e due connettori in acciaio Zaino in PVC per il trasporto dei DPI, resistente ai raggi UV e agli urti",/images/kapriol_safety/Kitanticadutaperstrutturemetalliche.webp
Kit anticaduta antennisti,Kapriol,"Kit di protezione anticaduta completo per antennisti e manutentori di comignoli , che consente di effettuare lavori su piani inclinati con un raggio di azione max di 2 m, in totale sicurezza e garantendo libertà di movimento. Il kit anticaduta per antennisti comprende un casco di protezione, l'imbracatura, un dispositivo retrattile con dissipatore di energia, la fettuccia di ancoraggio, un moschettone ovale, e viene fornito completo di pratico zaino porta attrezzatura. SPECIFICHE TECNICHE Casco Airkap di protezione con calotta in ABS, cinghia sottogola e sistema di sgancio di emergenza Imbracatura Beta 3 con cosciali e bretelle regolabili, fascia ferma cosciali, anello anticaduta dorsale (A) e due anelli anticaduta frontali (A), utilizzabili anche singolarmente Dispositivo retrattile da 2 m con fettuccia a nastro in poliestere, dissipatore di energia applicato sul nastro e sistema di ancoraggio con anello girevole Fettuccia di ancoraggio da 120 cm in poliammide con anelli di aggancio in acciaio, garantisce un carico di rottura fino a 30 kN Moschettone ovale a ghiera in acciaio con carico di rottura 25 kN Zaino porta attrezzatura nero-arancione",/images/kapriol_safety/Kitanticadutaantennisti.webp
Kit anticaduta per piani inclinati Plus,Kapriol,"Il kit anticaduta per lavori su piani inclinati comprende tutta l'attrezzatura necessaria per effettuare lavori in verticale in completa sicurezza. Integrando al kit anticaduta il cordino con dissipatore di energia (art.27920) è possibile l'ultilizzo anche in orizzontale. SPECIFICHE TECNICHE Casco Airkap di protezione con calotta in ABS, cinghia sottogola e dispositivo di sgancio di emergenza Imbracatura Beta 3 con cosciali e bretelle regolabili, fascia ferma cosciali, un anello anticaduta dorsale (A) e due anelli anticaduta frontali (A), utilizzabili anche singolarmente Dispositivo retrattile da 10 m con fune metallica zincata e dissipatore di energia integrato Fettuccia di ancoraggio 120 cm in poliammide con anelli di aggancio in acciaio e carico di rottura di 35 kN Moschettone ovale a ghiera in acciaio con carico di rottura 25 kN Zaino porta attrezzatura anticaduta",/images/kapriol_safety/KitanticadutaperpianiinclinatiPlus.webp
