Marca,name,Descrizione,image_url
Oikos,KREOS - INTONACO DECORATIVO BIANCO PER INTERNI A SPESSORE TRASPIRANTE E COLORABILE IDEALE PER SALONI E CAMERE - 1 LITRO - OIKOS,"KREOS è un intonaco ecologico acrilico per interni. L’originale dal 2001, con l'innovazione di riprodurre a parete tessuti, texture offrendo alla superficie un carattere distintivo, che in aggiunta di altri prodotti in base all’angolo della luce riflessa, crea effetti eleganti ed esclusivi .",/images/oikos_products/KREOS-INTONACODECORATIVOBIANCOPERINTERNIASPESSORETRASPIRANTEECOLORABILEIDEALEPERSALONIECAMERE-1LITRO-OIKOS.webp
Oikos,KREOS - INTONACO DECORATIVO BIANCO PER INTERNI A SPESSORE TRASPIRANTE E COLORABILE IDEALE PER SALONI E CAMERE - 10 LITRI - OIKOS,"KREOS è un intonaco ecologico acrilico per interni. L’originale dal 2001, con l'innovazione di riprodurre a parete tessuti, texture offrendo alla superficie un carattere distintivo, che in aggiunta di altri prodotti in base all’angolo della luce riflessa, crea effetti eleganti ed esclusivi .",/images/oikos_products/KREOS-INTONACODECORATIVOBIANCOPERINTERNIASPESSORETRASPIRANTEECOLORABILEIDEALEPERSALONIECAMERE-10LITRI-OIKOS.webp
Oikos,NEOFIX - FISSATIVO ACRILICO TRASPARENTE PER INTERNI - ISOLANTE ALL'ACQUA PER PARETI TROPPO ASSORBENTI - 4 LITRI - OIKOS,"NEOFIX è un fissativo acrilico trasparente per interni . La sua formulazione a base di resine acriliche particolari a particelle estremamente fini, rende il prodotto altamente penetrante (fino a 5 mm).",/images/oikos_products/NEOFIX-FISSATIVOACRILICOTRASPARENTEPERINTERNI-ISOLANTEALLACQUAPERPARETITROPPOASSORBENTI-4LITRI-OIKOS.webp
Oikos,NEOFIX - FISSATIVO ACRILICO TRASPARENTE PER INTERNI - ISOLANTE ALL'ACQUA PER PARETI TROPPO ASSORBENTI - 1 LITRO - OIKOS,"NEOFIX è un fissativo acrilico trasparente per interni . La sua formulazione a base di resine acriliche particolari a particelle estremamente fini, rende il prodotto altamente penetrante (fino a 5 mm).",/images/oikos_products/NEOFIX-FISSATIVOACRILICOTRASPARENTEPERINTERNI-ISOLANTEALLACQUAPERPARETITROPPOASSORBENTI-1LITRO-OIKOS.webp
Oikos,NEOFIX - FISSATIVO ACRILICO TRASPARENTE PER INTERNI - ISOLANTE ALL'ACQUA PER PARETI TROPPO ASSORBENTI - 10 LITRI - OIKOS,"NEOFIX è un fissativo acrilico trasparente per interni . La sua formulazione a base di resine acriliche particolari a particelle estremamente fini, rende il prodotto altamente penetrante (fino a 5 mm).",/images/oikos_products/NEOFIX-FISSATIVOACRILICOTRASPARENTEPERINTERNI-ISOLANTEALLACQUAPERPARETITROPPOASSORBENTI-10LITRI-OIKOS.webp
Oikos,MICOTRAL - PITTURA BIANCA ECOLOGICA ANTICONDENSA IGIENIZZANTE LAVABILE E TRASPIRANTE PER INTERNI - 4 LITRI - OIKOS,"MICOTRAL è una pittura ecologica anticondensa igienizzante, lavabile e traspirante con microsfere in vetro cavo che fungono da isolante sulla parete, in grado di ridurre lo sbalzo termico “caldo interno verso freddo esterno” proteggendola dallo sviluppo di muffe e batteri .",/images/oikos_products/MICOTRAL-PITTURABIANCAECOLOGICAANTICONDENSAIGIENIZZANTELAVABILEETRASPIRANTEPERINTERNI-4LITRI-OIKOS.webp
Oikos,MICOTRAL - PITTURA BIANCA ECOLOGICA ANTICONDENSA IGIENIZZANTE LAVABILE E TRASPIRANTE PER INTERNI - 10 LITRI - OIKOS,"MICOTRAL è una pittura ecologica anticondensa igienizzante, lavabile e traspirante con microsfere in vetro cavo che fungono da isolante sulla parete, in grado di ridurre lo sbalzo termico “caldo interno verso freddo esterno” proteggendola dallo sviluppo di muffe e batteri .",/images/oikos_products/MICOTRAL-PITTURABIANCAECOLOGICAANTICONDENSAIGIENIZZANTELAVABILEETRASPIRANTEPERINTERNI-10LITRI-OIKOS.webp
Oikos,MICOTRAL - PITTURA BIANCA ECOLOGICA ANTICONDENSA IGIENIZZANTE LAVABILE E TRASPIRANTE PER INTERNI - 1 LITRO - OIKOS,"MICOTRAL è una pittura ecologica anticondensa igienizzante, lavabile e traspirante con microsfere in vetro cavo che fungono da isolante sulla parete, in grado di ridurre lo sbalzo termico “caldo interno verso freddo esterno” proteggendola dallo sviluppo di muffe e batteri .",/images/oikos_products/MICOTRAL-PITTURABIANCAECOLOGICAANTICONDENSAIGIENIZZANTELAVABILEETRASPIRANTEPERINTERNI-1LITRO-OIKOS.webp
Oikos,STERYLSAN - FONDO IGIENIZZANTE E RISANANTE PER PARETI MURALI INTERNE ED ESTERNE CONTAMINATE DA MUFFE - 4 LITRI - OIKOS,"STERYLSAN è un fondo igienizzante e risanante per pareti murali interne ed esterne contaminate da muffe ed alghe . Si applica nelle zone da bonificare, per creare una barriera alla nuova formazione di muffa. Garantisce un’azione duratura .",/images/oikos_products/STERYLSAN-FONDOIGIENIZZANTEERISANANTEPERPARETIMURALIINTERNEEDESTERNECONTAMINATEDAMUFFE-4LITRI-OIKOS.webp
Oikos,STERYLSAN - FONDO IGIENIZZANTE E RISANANTE PER PARETI MURALI INTERNE ED ESTERNE CONTAMINATE DA MUFFE - 1 LITRO - OIKOS,"STERYLSAN è un fondo igienizzante e risanante per pareti murali interne ed esterne contaminate da muffe ed alghe . Si applica nelle zone da bonificare, per creare una barriera alla nuova formazione di muffa. Garantisce un’azione duratura .",/images/oikos_products/STERYLSAN-FONDOIGIENIZZANTEERISANANTEPERPARETIMURALIINTERNEEDESTERNECONTAMINATEDAMUFFE-1LITRO-OIKOS.webp
Oikos,STERYLFIX - SPECIALE DETERGENTE PER LA RIMOZIONE E LA NEUTRALIZZAZIONE DI MUFFE ED ALGHE DALLE PARETI - 1 LITRO - OIKOS,STERYLFIX è uno speciale detergente incolore che facilita la rimozione di muffe ed alghe dalle pareti contaminate attivando contemporaneamente un' azione neutralizzante . Garantisce un’azione duratura .,/images/oikos_products/STERYLFIX-SPECIALEDETERGENTEPERLARIMOZIONEELANEUTRALIZZAZIONEDIMUFFEEDALGHEDALLEPARETI-1LITRO-OIKOS.webp
Oikos,"NOVALIS FONDO RIEMPITIVO - FONDO ACRILICO PER LEGNO, COLORATO, PER L'APPLICAZIONE DELLO SMALTO FINITURA - 0,75 LITRI - OIKOS","NOVALIS è un fondo acrilico ecologico per legno , colorato, ideale come fondo per l'applicazione dello smalto di finitura. Perfettamente carteggiabile , il prodotto rende omogeneo l'assorbimento del legno e copre eventuali stuccature ed imperfezioni .",/images/oikos_products/NOVALISFONDORIEMPITIVO-FONDOACRILICOPERLEGNOCOLORATOPERLAPPLICAZIONEDELLOSMALTOFINITURA-075LITRI-OIKOS.webp
Oikos,"NOVALIS FONDO RIEMPITIVO - FONDO ACRILICO PER LEGNO, COLORATO, PER L'APPLICAZIONE DELLO SMALTO FINITURA - 2,50 LITRI - OIKOS","NOVALIS è un fondo acrilico ecologico per legno , colorato, ideale come fondo per l'applicazione dello smalto di finitura. Perfettamente carteggiabile , il prodotto rende omogeneo l'assorbimento del legno e copre eventuali stuccature ed imperfezioni .",/images/oikos_products/NOVALISFONDORIEMPITIVO-FONDOACRILICOPERLEGNOCOLORATOPERLAPPLICAZIONEDELLOSMALTOFINITURA-250LITRI-OIKOS.webp
Oikos,CRILUX - SPECIALE FISSATIVO ANCORANTE ACRILICO TRASPIRANTE PER SUPPORTI POROSI AD ALTA ADESIONE - 4 LITRI - OIKOS,"CRILUX è un fissativo ancorante acrilico universale per interni , super resa, ad alta adesione , consolida superfici soggette a sfarinamento, rasature a gesso e superfici murali nuove.",/images/oikos_products/CRILUX-SPECIALEFISSATIVOANCORANTEACRILICOTRASPIRANTEPERSUPPORTIPOROSIADALTAADESIONE-4LITRI-OIKOS.webp
Oikos,CRILUX - SPECIALE FISSATIVO ANCORANTE ACRILICO TRASPIRANTE PER SUPPORTI POROSI AD ALTA ADESIONE - 1 LITRO - OIKOS,"CRILUX è un fissativo ancorante acrilico universale per interni , super resa, ad alta adesione , consolida superfici soggette a sfarinamento, rasature a gesso e superfici murali nuove.",/images/oikos_products/CRILUX-SPECIALEFISSATIVOANCORANTEACRILICOTRASPIRANTEPERSUPPORTIPOROSIADALTAADESIONE-1LITRO-OIKOS.webp
Oikos,MULTIFUND - PITTURA ECOLOGICA ACRILICA AD EFFETTO VELLUTATO PER INTERNI SUPER LAVABILE - 4 LITRI - OIKOS,"MULTIFUND è una pittura ecologica acrilica , ad effetto vellutato per interni . Super resa, la più alta della sua categoria, forte risparmio economico, la migliore in rapporto prestazioni / costo, super lavabile, ideale per tutti gli ambienti della casa .",/images/oikos_products/MULTIFUND-PITTURAECOLOGICAACRILICAADEFFETTOVELLUTATOPERINTERNISUPERLAVABILE-4LITRI-OIKOS.webp
Oikos,MULTIFUND - PITTURA ECOLOGICA ACRILICA AD EFFETTO VELLUTATO PER INTERNI SUPER LAVABILE - 10 LITRI - OIKOS,"MULTIFUND è una pittura ecologica acrilica , ad effetto vellutato per interni . Super resa, la più alta della sua categoria, forte risparmio economico, la migliore in rapporto prestazioni / costo, super lavabile, ideale per tutti gli ambienti della casa .",/images/oikos_products/MULTIFUND-PITTURAECOLOGICAACRILICAADEFFETTOVELLUTATOPERINTERNISUPERLAVABILE-10LITRI-OIKOS.webp
Oikos,IL PRIMER - SPECIALE FISSATIVO ANCORANTE E RIEMPITIVO PER SUPPORTI MOLTO POROSI CON EFFETTO FINALE RUVIDO - 1 LITRO - OIKOS,"IL PRIMER è un fissativo ancorante con ottime caratteristiche di penetrazione, consolida il supporto. Ideale per intonaci rustici, civili a gesso, alcalini, intonaci sfarinati e poco compatti, superfici murali vecchie e, in generale, supporti molto porosi .",/images/oikos_products/ILPRIMER-SPECIALEFISSATIVOANCORANTEERIEMPITIVOPERSUPPORTIMOLTOPOROSICONEFFETTOFINALERUVIDO-1LITRO-OIKOS.webp
Oikos,IL PIGMENTATO - FISSATIVO ACRILICO ANCORANTE DI COLORE BIANCO AD ELEVATA TRASPIRAZIONE PER INTERNI - 4 LITRI - OIKOS,"IL PIGMENTATO è un fondo altamente coprente, pigmentato, anche in tinte forti, ancorante, alta adesione in superfici interne , uniformante, acrilico, ecologico, alta resa con forte risparmio economico.",/images/oikos_products/ILPIGMENTATO-FISSATIVOACRILICOANCORANTEDICOLOREBIANCOADELEVATATRASPIRAZIONEPERINTERNI-4LITRI-OIKOS.webp
Oikos,IL PIGMENTATO - FISSATIVO ACRILICO ANCORANTE DI COLORE BIANCO AD ELEVATA TRASPIRAZIONE PER INTERNI - 1 LITRO - OIKOS,"IL PIGMENTATO è un fondo altamente coprente, pigmentato, anche in tinte forti, ancorante, alta adesione in superfici interne , uniformante, acrilico, ecologico, alta resa con forte risparmio economico.",/images/oikos_products/ILPIGMENTATO-FISSATIVOACRILICOANCORANTEDICOLOREBIANCOADELEVATATRASPIRAZIONEPERINTERNI-1LITRO-OIKOS.webp
Oikos,IL PIGMENTATO - FISSATIVO ACRILICO ANCORANTE DI COLORE BIANCO AD ELEVATA TRASPIRAZIONE PER INTERNI - 10 LITRI - OIKOS,"IL PIGMENTATO è un fondo altamente coprente, pigmentato, anche in tinte forti, ancorante, alta adesione in superfici interne , uniformante, acrilico, ecologico, alta resa con forte risparmio economico.",/images/oikos_products/ILPIGMENTATO-FISSATIVOACRILICOANCORANTEDICOLOREBIANCOADELEVATATRASPIRAZIONEPERINTERNI-10LITRI-OIKOS.webp
Oikos,SIRIUS 2001 - PITTURA LAVABILE TRASPIRANTE UNIVERSALE ADATTA PER TUTTI GLI AMBIENTI INTERNI - 4 LITRI - OIKOS,"I SIRIUS è una pittura acrilica lavabile per interni , bianco luminoso, traspirante, è idoneo per soffitti e ambienti tecnici della casa, disponibile in 116 tinte .",/images/oikos_products/SIRIUS2001-PITTURALAVABILETRASPIRANTEUNIVERSALEADATTAPERTUTTIGLIAMBIENTIINTERNI-4LITRI-OIKOS.webp
Oikos,SIRIUS 2001 - PITTURA LAVABILE TRASPIRANTE UNIVERSALE ADATTA PER TUTTI GLI AMBIENTI INTERNI - 1 LITRO - OIKOS,"SIRIUS è una pittura acrilica lavabile per interni , bianco luminoso, traspirante, è idoneo per soffitti e ambienti tecnici della casa, disponibile in 116 tinte .",/images/oikos_products/SIRIUS2001-PITTURALAVABILETRASPIRANTEUNIVERSALEADATTAPERTUTTIGLIAMBIENTIINTERNI-1LITRO-OIKOS.webp
Oikos,SIRIUS 2001 - PITTURA LAVABILE TRASPIRANTE UNIVERSALE ADATTA PER TUTTI GLI AMBIENTI INTERNI - 10 LITRI - OIKOS,"SIRIUS è una pittura acrilica lavabile per interni , bianco luminoso, traspirante, è idoneo per soffitti e ambienti tecnici della casa, disponibile in 116 tinte .",/images/oikos_products/SIRIUS2001-PITTURALAVABILETRASPIRANTEUNIVERSALEADATTAPERTUTTIGLIAMBIENTIINTERNI-10LITRI-OIKOS.webp
Oikos,SIRIUS 2001 - PITTURA LAVABILE TRASPIRANTE UNIVERSALE ADATTA PER TUTTI GLI AMBIENTI INTERNI - 14 LITRI - OIKOS,"SIRIUS è una pittura acrilica lavabile per interni , bianco luminoso, traspirante, è idoneo per soffitti e ambienti tecnici della casa, disponibile in 116 tinte .",/images/oikos_products/SIRIUS2001-PITTURALAVABILETRASPIRANTEUNIVERSALEADATTAPERTUTTIGLIAMBIENTIINTERNI-14LITRI-OIKOS.webp
Oikos,IL PRIMER - SPECIALE FISSATIVO ANCORANTE E RIEMPITIVO PER SUPPORTI MOLTO POROSI CON EFFETTO FINALE RUVIDO - 4 LITRI - OIKOS,"IL PRIMER è un fissativo ancorante con ottime caratteristiche di penetrazione, consolida il supporto. Ideale per intonaci rustici, civili a gesso, alcalini, intonaci sfarinati e poco compatti, superfici murali vecchie e, in generale, supporti molto porosi .",/images/oikos_products/ILPRIMER-SPECIALEFISSATIVOANCORANTEERIEMPITIVOPERSUPPORTIMOLTOPOROSICONEFFETTOFINALERUVIDO-4LITRI-OIKOS.webp
Oikos,SUPERCOLOR - PITTURA ACRILICA SUPERLAVABILE E TRASPIRABILE IDEALE IN OGNI AMBIENTE DI CASA E LAVORO - 4 LITRI - OIKOS,"SUPERCOLOR è una p ittura ecologica che garantisce massime prestazioni in lavabilità, traspirabilità, resa e copertura. Ideale in ogni ambiente di casa e lavoro: anche dove si corre il rischio di sporcare e in luoghi umidi, la sua lavabilità infatti la rende facilmente pulibile e la sua traspirabilità fa respirare perfettamente ogni parete.",/images/oikos_products/SUPERCOLOR-PITTURAACRILICASUPERLAVABILEETRASPIRABILEIDEALEINOGNIAMBIENTEDICASAELAVORO-4LITRI-OIKOS.webp
Oikos,SUPERCOLOR - PITTURA ACRILICA SUPERLAVABILE E TRASPIRABILE IDEALE IN OGNI AMBIENTE DI CASA E LAVORO - 1 LITRO - OIKOS,"SUPERCOLOR è una p ittura ecologica che garantisce massime prestazioni in lavabilità, traspirabilità, resa e copertura. Ideale in ogni ambiente di casa e lavoro: anche dove si corre il rischio di sporcare e in luoghi umidi, la sua lavabilità infatti la rende facilmente pulibile e la sua traspirabilità fa respirare perfettamente ogni parete.",/images/oikos_products/SUPERCOLOR-PITTURAACRILICASUPERLAVABILEETRASPIRABILEIDEALEINOGNIAMBIENTEDICASAELAVORO-1LITRO-OIKOS.webp
Oikos,SUPERCOLOR - PITTURA ACRILICA SUPERLAVABILE E TRASPIRABILE IDEALE IN OGNI AMBIENTE DI CASA E LAVORO - 14 LITRI - OIKOS,"SUPERCOLOR è una p ittura ecologica che garantisce massime prestazioni in lavabilità, traspirabilità, resa e copertura. Ideale in ogni ambiente di casa e lavoro: anche dove si corre il rischio di sporcare e in luoghi umidi, la sua lavabilità infatti la rende facilmente pulibile e la sua traspirabilità fa respirare perfettamente ogni parete.",/images/oikos_products/SUPERCOLOR-PITTURAACRILICASUPERLAVABILEETRASPIRABILEIDEALEINOGNIAMBIENTEDICASAELAVORO-14LITRI-OIKOS.webp
Oikos,NEOQUARZ - PITTURA ACRILICA BIANCA AL QUARZO LAVABILE PER ESTERNI CON EFFETTO LISCIO OPACO - 4 LITRI - OIKOS,"NEOQUARZ è un'idropittura minerale al quarzo fine, ad effetto opaco per esterni, idrorepellente , a rapida essicazione e ad alta resa. In 600 tinte resistenti all'azione dei raggi U.V .",/images/oikos_products/NEOQUARZ-PITTURAACRILICABIANCAALQUARZOLAVABILEPERESTERNICONEFFETTOLISCIOOPACO-4LITRI-OIKOS.webp
Oikos,NEOQUARZ - PITTURA ACRILICA BIANCA AL QUARZO LAVABILE PER ESTERNI CON EFFETTO LISCIO OPACO - 1 LITRO - OIKOS,"NEOQUARZ è un'idropittura minerale al quarzo fine, ad effetto opaco per esterni, idrorepellente , a rapida essicazione e ad alta resa. In 600 tinte resistenti all'azione dei raggi U.V .",/images/oikos_products/NEOQUARZ-PITTURAACRILICABIANCAALQUARZOLAVABILEPERESTERNICONEFFETTOLISCIOOPACO-1LITRO-OIKOS.webp
Oikos,NEOQUARZ - PITTURA ACRILICA BIANCA AL QUARZO LAVABILE PER ESTERNI CON EFFETTO LISCIO OPACO - 14 LITRI - OIKOS,"NEOQUARZ è un'idropittura minerale al quarzo fine, ad effetto opaco per esterni, idrorepellente , a rapida essicazione e ad alta resa. In 600 tinte resistenti all'azione dei raggi U.V .",/images/oikos_products/NEOQUARZ-PITTURAACRILICABIANCAALQUARZOLAVABILEPERESTERNICONEFFETTOLISCIOOPACO-14LITRI-OIKOS.webp
Oikos,NEOKRYLL - FISSATIVO ANCORANTE ACRILICO TRASPARENTE PER ESTERNI AD ALTA ADESIONE E CON SUPER RESA - 4 LITRI - OIKOS,"NEOKRYLL è un fissativo ancorante acrilico universale per esterni , super resa, ad alta adesione, consolida superfici soggette a sfarinamento, rasature a gesso e superfici murali nuove.",/images/oikos_products/NEOKRYLL-FISSATIVOANCORANTEACRILICOTRASPARENTEPERESTERNIADALTAADESIONEECONSUPERRESA-4LITRI-OIKOS.webp
Oikos,NEOKRYLL - FISSATIVO ANCORANTE ACRILICO TRASPARENTE PER ESTERNI AD ALTA ADESIONE E CON SUPER RESA - 1 LITRO - OIKOS,"NEOKRYLL è un fissativo ancorante acrilico universale per esterni , super resa, ad alta adesione, consolida superfici soggette a sfarinamento, rasature a gesso e superfici murali nuove.",/images/oikos_products/NEOKRYLL-FISSATIVOANCORANTEACRILICOTRASPARENTEPERESTERNIADALTAADESIONEECONSUPERRESA-1LITRO-OIKOS.webp
Oikos,ENCANTO - PITTURA DECORATIVA ALL'ACQUA ECOLOGICA BIANCA IDEALE PER CREARE SFUMATURE RIFLETTENTI  CANGIANTI - 4 LITRI - OIKOS,"ENCANTO è una pittura decorativa ecologica ideale per creare sfumature riflettenti che cambiano in funzione della luce. Dal 2006 l'originale effetto metallizzato in parete, versatile, capace di creare diverse sfumature mantenendo saldi i nostri principi di ecologia e benessere .",/images/oikos_products/ENCANTO-PITTURADECORATIVAALLACQUAECOLOGICABIANCAIDEALEPERCREARESFUMATURERIFLETTENTICANGIANTI-4LITRI-OIKOS.webp
Oikos,ENCANTO - PITTURA DECORATIVA ALL'ACQUA ECOLOGICA BIANCA IDEALE PER CREARE SFUMATURE RIFLETTENTI  CANGIANTI - 1 LITRO - OIKOS,"ENCANTO è una pittura decorativa ecologica ideale per creare sfumature riflettenti che cambiano in funzione della luce. Dal 2006 l'originale effetto metallizzato in parete, versatile, capace di creare diverse sfumature mantenendo saldi i nostri principi di ecologia e benessere .",/images/oikos_products/ENCANTO-PITTURADECORATIVAALLACQUAECOLOGICABIANCAIDEALEPERCREARESFUMATURERIFLETTENTICANGIANTI-1LITRO-OIKOS.webp
Oikos,"DUCA DI VENEZIA - VELATURA DECORATIVA PER INTERNI ECOLOGICA, LAVABILE, TRASPIRANTE E DALL'EFFETTO ANTICO - 1 LITRO - OIKOS","DUCA DI VENEZIA è una velatura decorativa effetto antico, ecologica, lavabile e disponibile in un’ampia gamma di colori. L’applicazione, sull’apposito fondo, risulta facile e veloce, senza problemi di giunta. Garantisce una decorazione elegante e duratura nel tempo , altamente traspirante.",/images/oikos_products/DUCADIVENEZIA-VELATURADECORATIVAPERINTERNIECOLOGICALAVABILETRASPIRANTEEDALLEFFETTOANTICO-1LITRO-OIKOS.webp
Oikos,MULTIFUND - PITTURA ECOLOGICA ACRILICA AD EFFETTO VELLUTATO PER INTERNI SUPER LAVABILE - 1 LITRO - OIKOS,"MULTIFUND è una pittura ecologica acrilica , ad effetto vellutato per interni . Super resa, la più alta della sua categoria, forte risparmio economico, la migliore in rapporto prestazioni / costo, super lavabile, ideale per tutti gli ambienti della casa .",/images/oikos_products/MULTIFUND-PITTURAECOLOGICAACRILICAADEFFETTOVELLUTATOPERINTERNISUPERLAVABILE-1LITRO-OIKOS.webp
Oikos,MULTIDECOR - PITTURA DECORATIVA SEMITRASPARENTE CROMOMATERICA PER FINITURE DAI CROMATISMI CANGIANTI - 1 LITRO - OIKOS,"MULTIDECOR è un decorativo dallo stile classico e dal design attuale. La fantasia del progettista e la mano maestra di un artigiano, creano effetti unici per ogni ambiente. Disponibile in 3 versioni: E (lucido), E OPAC (opaco) ed ES (cangiante).",/images/oikos_products/MULTIDECOR-PITTURADECORATIVASEMITRASPARENTECROMOMATERICAPERFINITUREDAICROMATISMICANGIANTI-1LITRO-OIKOS.webp
Oikos,440 - ECOMATERIA DECORATIVA BIANCA ECOLOGICA TRASPIRANTE CON EFFETTO TRAME TESSUTO PER INTERNI - 1 LITRO - OIKOS,440 è l’ecomateria decorativa per interni ecologica a base di speciali resine in dispersione acquosa e riempitivi particolari.,/images/oikos_products/440-ECOMATERIADECORATIVABIANCAECOLOGICATRASPIRANTECONEFFETTOTRAMETESSUTOPERINTERNI-1LITRO-OIKOS.webp
Oikos,OTTOCENTO - RIVESTIMENTO DECORATIVO ECOLOGICO TRASPIRANTE BIANCO CON EFFETTO TESSUTO VELLUTATO - 4 LITRI - OIKOS,"OTTOCENTO rappresenta la calda bellezza del velluto in parete. L’Originale dal 1998. Pittura decorativa ecologica, capace di creare in base all’angolo della luce riflessa l'effetto del tessuto vellutato .",/images/oikos_products/OTTOCENTO-RIVESTIMENTODECORATIVOECOLOGICOTRASPIRANTEBIANCOCONEFFETTOTESSUTOVELLUTATO-4LITRI-OIKOS.webp
